Player,Offense,Defense,Scoring,Control,Impact
Allen Crabbe,121.25099641003479,77.14270944375659,0.4871317373225573,1.9411764705882353,0.005080886723329509
Torrey Craig,114.80974736205346,114.35239190143031,0.5012146654721417,1.5454545454545454,0.01571351860857808
Jae Crowder,132.5386768329643,75.92691592367724,0.5435067874087216,2.435483870967742,0.028685364953685417
Jarrett Culver,90.85917743270873,159.69232567331065,0.41093606737916066,1.3580246913580247,0.03985884338337693
Seth Curry,126.14183839582982,110.63958419804523,0.5156904818636739,1.9833333333333334,0.045419649835393705
Stephen Curry,104.5477786284385,136.71636937172286,0.4412598103641096,2.0625,0.009621037270256488
Troy Daniels,132.74879629776734,77.46184639767121,0.5220042071307194,1.5555555555555556,0.004351790870654421
Anthony Davis,121.00208901442124,105.03902286617512,0.5621695416229738,1.2740740740740741,0.11375539986816721
Ed Davis,97.99748263701412,109.65905223816472,0.46980155492555853,0.6153846153846154,0.003609364869506995
Terence Davis,114.4136657165871,110.33578845416461,0.47209788931757457,1.646153846153846,0.036055369568955144
Dewayne Dedmon,103.8823089971066,74.55016956568039,0.4680800142714421,0.38596491228070173,0.008817502968289323
Matthew Dellavedova,102.21698103531615,119.57273347189002,0.4457991390086037,3.0508474576271185,0.01711061164788181
DeMar DeRozan,118.40058436785648,111.15134724658252,0.5662507116358702,2.312925170068027,0.10102036528783737
Cheick Diallo,120.12874893108086,107.02574255356106,0.5775058209138779,0.7333333333333333,0.01820208012055141
Hamidou Diallo,93.44275368501219,110.08964613206781,0.45334890888847146,0.5945945945945946,0.01128134290267408
Gorgui Dieng,128.9217000548604,73.84885272383076,0.5686583241894749,1.290909090909091,0.022488050205947185
Spencer Dinwiddie,112.51466651108886,111.12901778056532,0.5036743194821984,2.4827586206896552,0.08028501417715352
Donte DiVincenzo,113.59715708588004,102.80900245298426,0.4917059607889677,1.8888888888888888,0.046022675832358466
Luka DonÄiÄ,117.35801511039901,105.54809950647203,0.5221157288214588,2.0704845814977975,0.11382040236053866
Luguentz Dort,105.92529554924361,113.07588468708902,0.4655917262789731,1.4,0.006394118540504804
Damyean Dotson,109.07652303952423,118.67859479810504,0.45514998922152344,2.7142857142857144,0.022229604559535415
Sekou Doumbouya,86.94201741848873,127.48238963321236,0.38810290856739155,0.5428571428571428,0.011710004128553688
PJ Dozier,96.27700227333972,114.852310887198,0.4429094787366491,2.6363636363636362,0.004524835201423008
Goran DragiÄ,110.08505237123319,114.36737348119482,0.47628619364436775,2.0526315789473686,0.053997828982929486
Andre Drummond,113.19956604137654,73.29337890428812,0.561850284364972,0.7487684729064039,0.05292780205513204
Jared Dudley,117.58422381388964,111.70751110276156,0.44742726932150817,3.1666666666666665,0.0047498716151605554
Kris Dunn,105.36953944785667,106.2695216831662,0.4789055127639258,2.5441176470588234,0.03440838383210432
Carsen Edwards,93.26403346605997,111.57144223612936,0.3768311490408858,1.4666666666666666,0.004354801887300641
Henry Ellenson,60.6123969016012,109.41436001183926,0.2841904756369952,2.0,8.402408600434693e-05
Wayne Ellington,105.01617549915619,118.5519216618905,0.3943728735308969,2.4444444444444446,0.011983860894235141
Joel Embiid,114.01546598515321,106.86179960174051,0.5266244768943945,1.0148148148148148,0.08074033950592091
James Ennis,129.86540313540553,76.38242981884359,0.5623737661224032,1.255813953488372,0.01341992053830081
Drew Eubanks,121.92673124662967,108.25959964945888,0.5898194327274745,0.5,0.004093793110591741
Jacob Evans,106.33196164566512,76.31454402468975,0.4667550885450456,1.24,0.00243791425738232
Dante Exum,120.53757890929589,76.57573197234015,0.5429997288681462,1.2903225806451613,0.006106177766153847
Tacko Fall,98.93531377082404,100.65331296862618,0.5080060345596578,0.0,0.001465166990119842
Derrick Favors,126.86920082264962,103.14682539109648,0.6141169507401689,1.4705882352941178,0.04966368188547107
Cristiano FelÃ­cio,130.5902029786413,112.7164752354167,0.6195950285095191,0.8888888888888888,0.009505316033618818
Terrance Ferguson,100.61982386263315,114.4792365492761,0.4039254466858056,1.5,0.00378759888068119
Bruno Fernando,106.91558163998803,112.17536585567937,0.5151125899600733,1.1666666666666667,0.01963506688249994
Yogi Ferrell,101.899297926408,118.23232895732988,0.44790237624875434,2.36,0.012676836172277125
Dorian Finney-Smith,122.97695458424612,108.85904029048037,0.5197584778448583,1.5396825396825398,0.04332693559383119
Bryn Forbes,110.84255225668738,114.66535145290884,0.44290373756670753,1.894736842105263,0.035640081198092796
Evan Fournier,113.49335083496031,114.06691534165144,0.48543457686050284,1.6083333333333334,0.06660209545849331
De'Aaron Fox,109.3017379615638,115.03179618974319,0.5133717207729217,2.1560283687943262,0.06619629592777103
Melvin Frazier,87.31455488641758,107.63668627218827,0.3556801715870856,0.3333333333333333,0.00029047642879093653
Michael Frazier,99.36001851115958,113.8855365442481,0.4377780716754425,0.5,-0.00037892400048820506
Tim Frazier,97.45633479898788,128.86831196952969,0.427154818075856,2.5833333333333335,0.008928878148022186
Markelle Fultz,106.04945345319942,112.38734142559649,0.49972453170401027,2.549618320610687,0.061207533209518765
Wenyen Gabriel,109.76469640894055,75.18902641582554,0.49693730147242504,0.5,0.0015948971777267514
Daniel Gafford,124.9146635327606,109.0718582646495,0.6235096793778077,0.7241379310344828,0.01436550024990355
Danilo Gallinari,120.41694534545309,111.87800674445738,0.4995516461509191,1.6142857142857143,0.07428581030497301
Langston Galloway,112.69808806207678,130.99613984042202,0.45535502330982197,2.525,0.049767517546353175
Darius Garland,95.02881486939033,120.76138555359144,0.4063606196866008,1.5165562913907285,0.03870257396544696
Marc Gasol,113.71809607803438,107.88351739811728,0.4731678465280477,2.883720930232558,0.029455949246066034
Rudy Gay,106.36207847127454,109.53607048427187,0.47229059036531384,1.294871794871795,0.04615551056059316
Paul George,110.94291976365372,108.12319474216791,0.4648866067111311,1.4336283185840708,0.06036334301055229
Taj Gibson,120.03882975873215,115.22596306166902,0.5840338032552423,1.1063829787234043,0.03489956435992906
Harry Giles,111.84524286830424,111.00962768602388,0.5433868562368898,1.4,0.022184463301484957
Shai Gilgeous-Alexander,112.12526877473917,110.1057389523768,0.5171129180623147,1.7777777777777777,0.08935475208832828
Rudy Gobert,129.75056138519835,108.60389136327146,0.6441357699276189,0.775,0.10935516182018218
Brandon Goodwin,99.50401814581727,114.41034220445117,0.4259665254916074,1.7586206896551724,0.013781420182787517
Aaron Gordon,107.80413946424675,111.44893638096748,0.49668041377659655,2.2872340425531914,0.06784699443902589
Eric Gordon,104.20308586133719,113.51530836234014,0.42737604985396965,1.4444444444444444,0.019367226691619367
Devonte' Graham,109.87304433796402,116.80699808770227,0.4512746613569597,2.6022099447513813,0.08415568623344279
Treveon Graham,117.75336716298514,76.97945071220076,0.5169762908913277,1.5517241379310345,0.0060833935207577515
Jerami Grant,115.8857245610774,114.88475975192647,0.5148099997678537,1.4363636363636363,0.045783105265307336
Josh Gray,47.192284506657785,114.07573467880874,0.2192078460733343,0.4,-0.00012083620896708289
Danny Green,110.38598732527278,110.49167751145518,0.4418044357515904,1.5925925925925926,0.03377239224677717
Draymond Green,96.36682395101909,130.99861385263324,0.43136116103485667,2.7142857142857144,0.05497735583003711
JaMychal Green,111.22638241882142,108.6174885748409,0.45467632347907017,0.9555555555555556,0.03060144440521045
Javonte Green,110.45593827861397,107.68372497973806,0.5264757697507744,1.2777777777777777,0.010622460678368854
Jeff Green,129.0856601252314,76.3893835661831,0.5536730455900603,0.8888888888888888,0.010799732317749713
Blake Griffin,93.76209255489148,129.3320651055831,0.41904276481217156,1.475,0.016881922618664898
Marko Guduric,96.36878900889602,114.65249070287359,0.4091327953303591,1.25,0.01114920213257607
Kyle Guy,97.23288689776722,125.74891662556782,0.486164434488836,0.0,8.927349417096563e-05
Rui Hachimura,112.81448761969723,113.94721544759503,0.5304826787060184,1.7073170731707317,0.04181578101236897
Devon Hall,86.99950340972627,117.71984890378305,0.4216067761744123,3.0,0.0001629074787389759
Donta Hall,112.34303948794147,124.24738248210119,0.5355634516568273,1.0,0.0005367085225587106
Dusty Hannahs,120.65072892875538,120.11180204818137,0.48260291571502173,0.0,0.0006003416532925576
Tim Hardaway Jr.,117.92463619289735,110.70907392380829,0.482072978286019,2.0327868852459017,0.05487561788986133
James Harden,120.30265218942228,107.52553495262983,0.5102742359397435,1.6483516483516483,0.1408334201814495
Maurice Harkless,124.1880160371023,75.69977139924315,0.5665425225748654,1.2830188679245282,0.015629992341722163
Jared Harper,55.1183051638023,117.03143534732497,0.27559152581901153,0.0,-8.089813386911741e-05
Montrezl Harrell,119.64245656815302,109.86621225879507,0.5945336076095169,0.9907407407407407,0.08424842101681393
Gary Harris,104.71769280617883,115.347369913153,0.4596092687198171,1.9666666666666666,0.03603414214951414
Joe Harris,113.59271446448977,111.00618875992679,0.4748956178347745,1.3978494623655915,0.056380161708916805
Tobias Harris,111.42344628735056,113.49026063893636,0.5013388386407435,2.11340206185567,0.09254277549774717
Shaquille Harrison,117.63848913407179,105.70888435812614,0.536009315921897,2.5789473684210527,0.01750526527458307
Josh Hart,110.77145496509497,105.08934653225363,0.45591819635165276,1.4461538461538461,0.04611915308910331
Isaiah Hartenstein,128.38966991286114,104.98831621175869,0.6228059291603895,1.125,0.010651974680390652
Udonis Haslem,79.69853490171568,108.18909372799006,0.3920101369967356,2.0,0.00040478132670861676
Jaxson Hayes,131.49602567781136,105.30065891640625,0.654372606125209,1.2439024390243902,0.030249330978093084
Gordon Hayward,119.33829397409865,111.00427331279056,0.5319423437884822,2.3417721518987342,0.06515923197727409
John Henson,123.35349416256321,73.85490604511966,0.5929859396962449,1.5,0.011209848734879452
Dewan Hernandez,81.365486712208,94.92605366157855,0.3617883854316521,0.0,0.0
Juan HernangÃ³mez,123.93003895763741,76.65783173776806,0.538185361699982,1.25,0.011711102133593575
Willy HernangÃ³mez,110.41673279965065,110.6491855294099,0.5356074384044586,0.9666666666666667,0.01748226232300454
Tyler Herro,100.26078168191253,112.78787910719483,0.41887249127790593,1.2638888888888888,0.03671366633247155
Kevin Hervey,26.924647028575198,116.11238892709777,0.13098252715585185,2.0,-0.0004887224362169278
Mario Hezonja,104.304868620681,109.97995354576669,0.46622930274216917,1.135135135135135,0.017513421365977402
Buddy Hield,106.0180258022168,116.8029868467875,0.4310607492732102,1.3133333333333332,0.07909631583547558
George Hill,133.22128416542907,107.16478388391467,0.5681740236639804,3.0816326530612246,0.03997203644601718
Solomon Hill,127.16539637894446,76.27450841407332,0.5180322898120219,2.0851063829787235,0.012964235630378879
Jaylen Hoard,113.04505837045163,109.38412059509136,0.5567584022630854,1.0,0.0029405250688554663
Aaron Holiday,105.16445594739376,112.05481071427356,0.4504382290009067,2.5733333333333333,0.03462672375307506
Jrue Holiday,110.32410519439951,106.20189607022762,0.49129124467693824,2.392405063291139,0.07709350132099889
Justin Holiday,117.19348859295224,108.84984107044278,0.46714816020446653,2.175,0.04081293658135065
Rondae Hollis-Jefferson,115.8126306790883,108.22344646879456,0.5549212595929223,1.836734693877551,0.03050219880945089
Richaun Holmes,131.2755213225282,111.20587936559247,0.6337952353292422,0.7959183673469388,0.04816305010523596
Rodney Hood,121.21353247912572,114.15442497214917,0.516338786695011,1.6842105263157894,0.01660531803588969
Al Horford,114.03076346370433,111.85258610017091,0.5018534130822357,3.753846153846154,0.0696885884888398
Talen Horton-Tucker,92.14266837804215,98.49082774674676,0.4095229705690763,4.0,0.00016101259712408662
Danuel House,116.14370235408279,110.10367266610177,0.473792983504255,1.5918367346938775,0.04277630938844626
Dwight Howard,125.81441726071425,106.17047575149914,0.6309050310440584,0.5753424657534246,0.041943781550824566
William Howard,14.013999244396627,113.77177687996732,0.059236884335811764,1.0,-0.00025261600032546995
Kevin Huerter,106.01583219752062,115.19932300175623,0.43682785962497916,2.4482758620689653,0.05318982906667825
De'Andre Hunter,98.46548046679297,115.99151589621378,0.42538284603263504,1.087378640776699,0.04470895510803978
Chandler Hutchison,102.21972427640944,108.11561439886921,0.4930346560264297,0.9629629629629629,0.014838615527594988
Serge Ibaka,110.64237489432497,108.54554746335579,0.503929577728583,0.73,0.05738276451487727
Andre Iguodala,102.7410511618403,107.42556866404729,0.44596273985019325,1.6470588235294117,0.006152676165970973
Ersan Ä°lyasova,120.75051140267921,104.23837083844384,0.5271304324626424,1.4242424242424243,0.03169022378596252
Joe Ingles,113.6066473590309,117.11719205392387,0.46794122162258683,2.6693548387096775,0.06075764197003443
Brandon Ingram,113.41540055278692,106.84968948621506,0.4988087088678575,1.3850574712643677,0.08692151298365497
Kyrie Irving,120.25682346088529,107.90462039321733,0.5245850482372284,2.4615384615384617,0.03949132042204307
Jonathan Isaac,106.6526901212893,104.71275793294788,0.4886078227622002,0.9361702127659575,0.032740843188006984
Wesley Iwundu,112.27083115254908,113.13024204100594,0.5037248112165635,2.5555555555555554,0.016930626135243158
Frank Jackson,97.8670942344796,110.27397784035317,0.4244376534863678,0.9534883720930233,0.009707175453688991
Jaren Jackson Jr.,109.25755449758667,111.63570336522429,0.47171094924601875,0.8085106382978723,0.04871343701002467
Josh Jackson,102.2665217738867,110.6248562639976,0.45801577501516166,1.24,0.010977675945921054
Justin Jackson,111.57101123249838,110.39019687854599,0.47848677981529125,4.083333333333333,0.0200358011645892
Reggie Jackson,129.53656579433513,77.28129760208621,0.5476025192383288,2.525,0.01043518439141217
Justin James,99.2807448805472,115.56676417435484,0.45505572048756165,2.0,0.005222499409001492
LeBron James,116.27207086986775,109.74488689478773,0.5317572514036922,2.6610878661087867,0.13472729064357944
Amile Jefferson,94.81470606957132,111.43191286004603,0.4847258319659747,1.3333333333333333,0.0009544225517416485
DaQuan Jeffries,112.48665253953277,118.84506593432057,0.4840733751310653,2.0,0.0002231837354274141
Ty Jerome,93.97323434280224,108.46982124188727,0.40870329717055454,2.388888888888889,0.00618870724098748
Alize Johnson,107.26638707191223,112.52549414820095,0.5270342221508408,0.6666666666666666,0.0012452766082892421
B.J. Johnson,70.3047169247463,112.9004269838174,0.31288088283625737,0.6666666666666666,0.0005394562248974534
Cameron Johnson,115.16465498847383,109.90831681607379,0.45682901023057443,1.793103448275862,0.024876176164753596
James Johnson,123.06927818518281,74.63843855389081,0.5445756050905424,1.5416666666666667,0.010640242599977041
Keldon Johnson,118.3873424538392,108.59791043475055,0.5615392610549494,2.0,0.0029700067665077317
Stanley Johnson,72.54739265177903,107.28660112029655,0.32257233080565445,1.0,0.0011669706668523427
Tyler Johnson,99.2038254721782,111.18389914491787,0.4320404276780095,2.0833333333333335,0.008898794725602911
Nikola JokiÄ,118.68303012507963,109.80794226320583,0.548798522114572,2.207920792079208,0.12620176725423443
Damian Jones,137.39361832301645,111.70985418939584,0.6641431376603282,1.25,0.02765502377816894
Derrick Jones Jr.,124.52337155611833,109.34048182762366,0.5688113303993251,2.111111111111111,0.03598505994439603
Tyus Jones,115.66505403447802,114.34963546584125,0.5223286666893473,5.181818181818182,0.05004276495660103
DeAndre Jordan,128.99312903871854,103.27334715916386,0.6260420333436775,1.4189189189189189,0.06566482321239715
Cory Joseph,109.92568095383726,117.93539774955713,0.4808037795613436,3.40625,0.037048500080950744
Mfiondu Kabengele,119.63752943905924,109.41201878903911,0.4603364217640687,1.0,0.002392705529625508
Frank Kaminsky,112.3576468566194,109.05060179473593,0.5065877495213852,2.1515151515151514,0.024350338294604333
Enes Kanter,122.04835775761288,105.78201300898198,0.5911218978290387,0.9423076923076923,0.04318172712547645
Luke Kennard,112.72138557247804,131.540465218102,0.46583156730596403,2.6744186046511627,0.03498363733405412
Stanton Kidd,13.136348980469199,117.99178329414624,0.05654686881615425,0.5,-0.00034374903519114234
Michael Kidd-Gilchrist,99.83315152939787,76.85118446800705,0.4435536280335487,1.0,0.0013898389691618831
Louis King,89.10688616289758,126.19160860020908,0.3613535989298521,2.5,0.0008294586257725525
Maxi Kleber,124.71176341425446,107.6058366211311,0.5135319285069909,1.6041666666666667,0.045070864128466614
Brandon Knight,117.42609214341263,77.26346075081179,0.46397112403080587,1.8157894736842106,0.0046707703061997724
Kevin Knox,97.05055443206112,117.03956757302868,0.42159794660985445,1.3555555555555556,0.022321084413689882
John Konchar,142.42229013219233,111.04660506669023,0.6539110751368393,3.5,0.007847323039467004
Furkan Korkmaz,108.08994721197713,115.77534784386874,0.4386142533590222,1.3461538461538463,0.035407307975478745
Luke Kornet,113.41190389801223,111.33263364279189,0.48978166541303797,2.2857142857142856,0.014021416411582506
Kyle Korver,114.19098603931364,107.55116894468465,0.4354993045772899,1.4523809523809523,0.019437679028621407
Rodions Kurucs,99.95158080159878,108.16180721937809,0.43208425186143823,0.9428571428571428,0.009704781933502075
Kyle Kuzma,100.24445655838294,113.23589299273252,0.4512637910621668,0.8117647058823529,0.03489948042664577
